swept_variable,swept_dimension,target_dim,source1_dim,source2_dim,method,minimum_eigenvalue,redundancy,unique_source1,unique_source2,synergy,I(source1;target),I(source2;target),"I(source1,source2;target)",runtime_seconds,max_abs_diff_vs_eigen
target,540,540,50,55,gpid_tilde,0.20871215252207792,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,44.758522768039256,2.5587797694015535e-06
target,540,540,50,55,thin_pid,0.20871215252207792,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,13.418950469931588,2.5603897952919397e-06
target,540,540,50,55,eigen_pid,0.20871215252207792,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.1889577601104975,0.0
target,550,550,50,55,gpid_tilde,0.20871215252207817,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,43.6894126359839,2.5587797694015535e-06
target,550,550,50,55,thin_pid,0.20871215252207817,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,14.170964733930305,2.5603897952919397e-06
target,550,550,50,55,eigen_pid,0.20871215252207817,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.2342722311150283,0.0
target,560,560,50,55,gpid_tilde,0.2087121525220784,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,44.79455366288312,2.5587797694015535e-06
target,560,560,50,55,thin_pid,0.2087121525220784,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,13.8786375799682,2.5603897952919397e-06
target,560,560,50,55,eigen_pid,0.2087121525220784,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.309374441159889,0.0
target,570,570,50,55,gpid_tilde,0.20871215252207775,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,46.57553519005887,2.5587797694015535e-06
